qid,lamp_num,generator_name,ranker,rerank_method,pl_alpha,pl_randmmr_lambda_low,pl_randmmr_lambda_high,expected_utility,max_utility,min_utility,avg_ild_jaccard,ee_disparity,ee_relevance,ee_difference,n_lists
4152,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8829812545720854,0.688,0.38,0.667259,10
4154,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8551913404401936,0.812,0.2,0.74575,10
4155,5,flanT5Small,bm25,pl,4,,,0.08790580452874011,0.19999999508888905,0.06896551239001224,0.8994867134327753,0.752,0.2,0.682909,10
4158,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.868929099385249,0.652,0.18,0.64825,10
4159,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8376157889942357,0.552,0.032484,0.688252,10
4160,5,flanT5Small,bm25,pl,4,,,0.11111110635802487,0.11111110635802489,0.11111110635802489,0.883289209574192,0.636,0.78,0.508766,10
4161,5,flanT5Small,bm25,pl,4,,,0.27696077956039217,0.3529411716262976,0.24999999531250006,0.8857462064628041,0.508,0.6,0.409667,10
4162,5,flanT5Small,bm25,pl,4,,,0.2906688996633996,0.3999999950000001,0.1290322553590011,0.7323275247998406,0.504,0.64,0.414909,10
4163,5,flanT5Small,bm25,pl,4,,,0.004347825965028359,0.04347825965028359,0.0,0.7488258378911647,0.772,0.249633,0.650686,10
4164,5,flanT5Small,bm25,pl,4,,,0.18642104768685944,0.21052631080332423,0.07999999539200027,0.7602681345429437,0.544,0.64,0.448186,10
4165,5,flanT5Small,bm25,pl,4,,,0.3809523765079365,0.3809523765079365,0.3809523765079365,0.8620908370795067,0.408,0.28,0.415273,10
4166,5,flanT5Small,bm25,pl,4,,,0.13964314761299107,0.1538461488757398,0.09523809034013632,0.8854365441847862,0.516,0.56,0.406345,10
4167,5,flanT5Small,bm25,pl,4,,,0.051763188331248176,0.14285713785714302,0.0,0.8364761160420372,0.704,0.2,0.684,10
4170,5,flanT5Small,bm25,pl,4,,,0.9999999949999999,0.999999995,0.999999995,0.8813776609875645,0.712,0.44,0.632,10
4171,5,flanT5Small,bm25,pl,4,,,0.01818181659504146,0.04545454148760365,0.0,0.9079121967845426,0.82,0.28,0.777778,10
4172,5,flanT5Small,bm25,pl,4,,,0.4166666616666667,0.4166666616666667,0.4166666616666667,0.8916229200708734,0.324,0.24,0.413091,10
4173,5,flanT5Small,bm25,pl,4,,,0.2349816805621398,0.33333332839506175,0.09523809215419511,0.867680918515061,0.752,0.46,0.677333,10
4174,5,flanT5Small,bm25,pl,4,,,0.13575757097231028,0.14285713795918387,0.09090908694214893,0.8813700927098449,0.384,0.3,0.388444,10
4175,5,flanT5Small,bm25,pl,4,,,0.10526315301939079,0.1052631530193908,0.1052631530193908,0.9150251534900455,0.404,0.26,0.431143,10
4176,5,flanT5Small,bm25,pl,4,,,0.019536714676271317,0.04255318993209603,0.0,0.8985165779780411,0.492,0.38,0.422,10
4177,5,flanT5Small,bm25,pl,4,,,0.10520393535872899,0.22222221728395072,0.07594936487742354,0.8791427931264504,0.756,0.38,0.620211,10
4178,5,flanT5Small,bm25,pl,4,,,0.5387959817859775,0.6999999952000001,0.29999999520000004,0.8068409229151616,0.648,0.52,0.533333,10
4179,5,flanT5Small,bm25,pl,4,,,0.18518518096021958,0.33333332888888895,0.14814814397805223,0.8771464035844125,0.492,0.3,0.453667,10
4180,5,flanT5Small,bm25,pl,4,,,0.13902631216664796,0.15999999635200007,0.10526315357340738,0.8611271347780567,0.804,0.58,0.694455,10
4181,5,flanT5Small,bm25,pl,4,,,0.19657142362523006,0.23999999507200007,0.09523809024943337,0.9015045771736314,0.704,0.46,0.520471,10
4182,5,flanT5Small,bm25,pl,4,,,0.17639277449081972,0.23529411266435996,0.0714285670663268,0.8847061134777903,0.616,0.44,0.478222,10
4183,5,flanT5Small,bm25,pl,4,,,0.1485843530175888,0.3076923027218935,0.0,0.855612953465927,0.828,0.0,0.868069,10
4184,5,flanT5Small,bm25,pl,4,,,0.29999999550000006,0.3333333283333334,0.0,0.8840508343963149,0.424,0.356552,0.361158,10
4185,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8931769737259044,0.34,0.64,0.275417,10
4186,5,flanT5Small,bm25,pl,4,,,0.15384615073964508,0.15384615073964505,0.15384615073964505,0.8861093172080533,0.316,0.24,0.333288,10
4187,5,flanT5Small,bm25,pl,4,,,0.6549999952165433,0.749999995,0.1333333304098766,0.8273744041720056,0.668,0.52,0.491,10
4188,5,flanT5Small,bm25,pl,4,,,0.10462488861723784,0.2745098001230296,0.08333332836805586,0.8943116760033707,0.316,0.2,0.383619,10
4189,5,flanT5Small,bm25,pl,4,,,0.16055759242162573,0.2666666618666667,0.0,0.8731828704400211,0.508,0.248756,0.503326,10
4192,5,flanT5Small,bm25,pl,4,,,0.10854700419493772,0.15384614958579892,0.0,0.8845718169375395,0.828,0.35814,0.612035,10
4194,5,flanT5Small,bm25,pl,4,,,0.266666661688889,0.266666661688889,0.266666661688889,0.8270671340302049,0.84,0.8,0.706667,10
4195,5,flanT5Small,bm25,pl,4,,,0.06639097466173596,0.14285713948979603,0.0,0.8203476042315808,0.88,0.2,0.786667,10
4196,5,flanT5Small,bm25,pl,4,,,0.025262663196197084,0.15384615003287322,0.0,0.8899392656092395,0.312,0.094194,0.443615,10
4197,5,flanT5Small,bm25,pl,4,,,0.06787802453033366,0.10526315401662063,0.0,0.8945963153142849,0.568,0.0,0.682384,10
4198,5,flanT5Small,bm25,pl,4,,,0.14814814331961607,0.14814814331961607,0.14814814331961607,0.8885922568321771,0.412,0.2,0.467294,10
41100,5,flanT5Small,bm25,pl,4,,,0.1052631529085875,0.1052631529085875,0.1052631529085875,0.892062266251741,0.32,0.14,0.415238,10
41101,5,flanT5Small,bm25,pl,4,,,0.39780219414563456,0.4615384579881657,0.14285713877551035,0.8234376911983917,0.48,0.22,0.495385,10
41102,5,flanT5Small,bm25,pl,4,,,0.04651162388318044,0.04651162388318045,0.04651162388318045,0.8959338422861203,0.532,0.48,0.4828,10
41103,5,flanT5Small,bm25,pl,4,,,0.6666666619135801,0.6666666619135801,0.6666666619135801,0.889835295493036,0.32,0.34,0.32,10
41107,5,flanT5Small,bm25,pl,4,,,0.2142857099234695,0.2142857099234695,0.2142857099234695,0.8859169966573267,0.62,0.149774,0.655117,10
41108,5,flanT5Small,bm25,pl,4,,,0.10489680592506079,0.1538461488757398,0.09756097111243328,0.8735080196604766,0.824,0.42,0.6912,10
41110,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8678926664148534,0.476,0.22,0.514182,10
41111,5,flanT5Small,bm25,pl,4,,,0.25011259359639104,0.6923076874260355,0.0,0.8567223143161249,0.552,0.2,0.566118,10
41112,5,flanT5Small,bm25,pl,4,,,0.14566993019085822,0.24999999507812506,0.0,0.9061023261688549,0.288,0.38,0.283932,10
41115,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8467993665465249,0.824,0.28,0.717333,10
41116,5,flanT5Small,bm25,pl,4,,,0.30695970209857915,0.33333332847222225,0.09523809024943337,0.8804217532822103,0.348,0.24,0.377655,10
41117,5,flanT5Small,bm25,pl,4,,,0.14399999738880004,0.23999999564800004,0.0,0.8879879751273743,0.66,0.24,0.642051,10
41118,5,flanT5Small,bm25,pl,4,,,0.3410526266486427,0.39999999520000007,0.31578946869806096,0.8834278747579921,0.832,0.12,0.810824,10
41119,5,flanT5Small,bm25,pl,4,,,0.10067226394550788,0.11764705397923896,0.09523809024943337,0.7965916642321964,0.848,0.0,0.870316,10
41120,5,flanT5Small,bm25,pl,4,,,0.006451612591051004,0.06451612591051004,0.0,0.8894629795496382,0.612,0.0,0.75205,10
41121,5,flanT5Small,bm25,pl,4,,,0.3846153806804734,0.38461538068047335,0.38461538068047335,0.8693555654053723,0.624,0.02,0.776727,10
41122,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.872273024366517,0.672,0.44,0.396,10
41123,5,flanT5Small,bm25,pl,4,,,0.2243999277495075,0.28571428094387763,0.09523809024943337,0.8922431592761596,0.34,0.34,0.337059,10
41124,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8682666050488329,0.624,0.76,0.496889,10
41125,5,flanT5Small,bm25,pl,4,,,0.29627705140697463,0.3809523762358277,0.07999999500800031,0.8231836475607969,0.484,0.124625,0.601417,10
41126,5,flanT5Small,bm25,pl,4,,,0.11038278241685459,0.16666666166666683,0.08695651674858251,0.8668191696930346,0.496,0.8,0.384163,10
41130,5,flanT5Small,bm25,pl,4,,,0.09391790276892999,0.19047618575963732,0.040816322632236945,0.8904338025250038,0.54,0.62,0.522273,10
41131,5,flanT5Small,bm25,pl,4,,,0.217334686627734,0.3809523759637189,0.09523809024943337,0.8933218675349955,0.652,0.2,0.632,10
41132,5,flanT5Small,bm25,pl,4,,,0.1331376786779765,0.19999999535555565,0.0,0.8774207808164878,0.496,0.56,0.417026,10
41133,5,flanT5Small,bm25,pl,4,,,0.03116882961143914,0.095238090793651,0.0,0.894171937685693,0.54,0.52,0.419167,10
41134,5,flanT5Small,bm25,pl,4,,,0.1095887619361858,0.14285713795918387,0.06451612591051004,0.8640888376440847,0.432,0.34,0.418,10
41136,5,flanT5Small,bm25,pl,4,,,0.09340658860614685,0.09523809024943337,0.07692307381656818,0.8682186224780896,0.332,0.361644,0.305907,10
41137,5,flanT5Small,bm25,pl,4,,,0.11529411484338084,0.35294117148788934,0.0,0.8328118089060871,0.76,0.0,0.844654,10
41139,5,flanT5Small,bm25,pl,4,,,0.11249999557031268,0.12499999507812519,0.0,0.8941343164381206,0.616,0.0,0.776,10
41140,5,flanT5Small,bm25,pl,4,,,0.26538813975265285,0.8235294069204152,0.0,0.8295195992795403,0.784,0.74,0.637023,10
41141,5,flanT5Small,bm25,pl,4,,,0.10055555131526253,0.13333332835555575,0.0,0.8597897062583939,0.496,0.1,0.591,10
41142,5,flanT5Small,bm25,pl,4,,,0.19122152720218996,0.1999999950500001,0.1739130387145559,0.8857247207812431,0.316,0.16,0.39513,10
41143,5,flanT5Small,bm25,pl,4,,,0.10788981772421517,0.11764705397923896,0.08333332847222251,0.8282284013763794,0.72,0.54,0.681165,10
41144,5,flanT5Small,bm25,pl,4,,,0.17499999531250016,0.3749999953125,0.12499999531250018,0.886559071252958,0.728,0.2,0.664,10
41145,5,flanT5Small,bm25,pl,4,,,0.03230395663446461,0.0588235250346024,0.028169011465979218,0.8508495765041726,0.716,0.44,0.60563,10
41146,5,flanT5Small,bm25,pl,4,,,0.04324262476429749,0.10526315548168672,0.0,0.8473753852811298,0.688,0.82,0.522,10
41149,5,flanT5Small,bm25,pl,4,,,0.11199999524213355,0.13333332868888906,0.0799999950720003,0.8565460418461432,0.8,0.54,0.555556,10
41150,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8800112385135188,0.748,0.58,0.610424,10
41151,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8934166266698202,0.748,0.76,0.555879,10
41152,5,flanT5Small,bm25,pl,4,,,0.1716497019731021,0.4705882303114187,0.0,0.829047056235677,0.468,0.72,0.453587,10
41154,5,flanT5Small,bm25,pl,4,,,0.10334016481274748,0.18181817719008275,0.0,0.8730454970433295,0.792,0.56,0.698939,10
41155,5,flanT5Small,bm25,pl,4,,,0.10814640827072593,0.1333333285333335,0.0481927697430687,0.8694144095847893,0.776,0.74,0.573419,10
41156,5,flanT5Small,bm25,pl,4,,,0.2857142808809524,0.28571428126984133,0.2857142807142858,0.8817813480656245,0.36,0.1,0.56,10
41157,5,flanT5Small,bm25,pl,4,,,0.11540297558176793,0.27272726776859507,0.0,0.8860497468288232,0.356,0.28,0.37,10
41158,5,flanT5Small,bm25,pl,4,,,0.38461537961538467,0.38461537961538467,0.38461537961538467,0.8875348724399741,0.62,0.86,0.510164,10
41159,5,flanT5Small,bm25,pl,4,,,0.06995073418288512,0.07142856665816359,0.06896551253269949,0.8861639281556777,0.676,0.18,0.66475,10
41160,5,flanT5Small,bm25,pl,4,,,0.1161904712737091,0.23999999500800012,0.09523809034013632,0.8551730092979728,0.72,0.66,0.527407,10
41162,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8867559445960435,0.712,0.54,0.613,10
41163,5,flanT5Small,bm25,pl,4,,,0.268374935590998,0.3478260819659736,0.1290322534859523,0.8969553661152976,0.584,0.98,0.548093,10
41164,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8649338705563642,0.792,0.28,0.7216,10
41165,5,flanT5Small,bm25,pl,4,,,0.02176470490408309,0.11764705384083066,0.0,0.8916050347678623,0.716,0.0,0.840148,10
41166,5,flanT5Small,bm25,pl,4,,,0.6254901911357169,0.6666666622222223,0.5882352891349482,0.8012805103027875,0.72,0.234483,0.644948,10
41167,5,flanT5Small,bm25,pl,4,,,0.3138528088817255,0.3809523759637189,0.09090908590909119,0.7973183616969074,0.788,0.54,0.478,10
41168,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8746648564795828,0.648,0.14,0.665143,10
41169,5,flanT5Small,bm25,pl,4,,,0.2901098865719146,0.3076923041420118,0.22222221876543213,0.8816279406671386,0.564,0.0,0.684553,10
41170,5,flanT5Small,bm25,pl,4,,,0.039999997536000156,0.0799999950720003,0.0,0.8760376141272627,0.692,0.56,0.565125,10
41171,5,flanT5Small,bm25,pl,4,,,0.15291925196273332,0.2857142808163266,0.0,0.8165635806948892,0.572,0.52,0.466483,10
41172,5,flanT5Small,bm25,pl,4,,,0.2956812588581127,0.5999999952,0.05714285557551025,0.8699629003936122,0.428,0.02,0.453333,10
41174,5,flanT5Small,bm25,pl,4,,,0.2669767028243757,0.4545454497107439,0.09999999545000023,0.8653815048784539,0.68,0.0,0.825455,10
41175,5,flanT5Small,bm25,pl,4,,,0.12236410713244776,0.2666666622222223,0.049382713885078595,0.899716357854331,0.36,0.22,0.46,10
41176,5,flanT5Small,bm25,pl,4,,,0.022222221777777783,0.22222221777777784,0.0,0.8765562355035215,0.58,0.260355,0.532658,10
41177,5,flanT5Small,bm25,pl,4,,,0.1904761855782314,0.19047618557823143,0.19047618557823143,0.8289515074239102,0.48,0.26,0.48,10
41178,5,flanT5Small,bm25,pl,4,,,0.02612681371239018,0.23529411280276827,0.0,0.8848652102322868,0.708,0.0,0.840727,10
41179,5,flanT5Small,bm25,pl,4,,,0.41666666180555556,0.41666666180555556,0.41666666180555556,0.8735087355329986,0.32,0.52,0.281702,10
41180,5,flanT5Small,bm25,pl,4,,,0.10142021247570077,0.11111110666666683,0.09523809034013632,0.8897622867270529,0.476,0.14,0.493429,10
41181,5,flanT5Small,bm25,pl,4,,,0.10913978051782422,0.13333332835555575,0.09999999580000019,0.710382481619279,0.86,0.72,0.705238,10
41182,5,flanT5Small,bm25,pl,4,,,0.28168730160229266,0.3749999953125,0.19999999500000015,0.8159138202312526,0.632,0.42,0.524727,10
41183,5,flanT5Small,bm25,pl,4,,,0.5594762154110399,0.9268292632956573,0.0851063780896336,0.6596396912458673,0.648,0.96,0.521548,10
41184,5,flanT5Small,bm25,pl,4,,,0.23076922579881662,0.23076922579881665,0.23076922579881665,0.8536699787355104,0.552,0.68,0.4095,10
41185,5,flanT5Small,bm25,pl,4,,,0.594285709327982,0.5999999950500001,0.5714285664399092,0.39420090400362395,0.964,0.82,0.92134,10
41186,5,flanT5Small,bm25,pl,4,,,0.1882000406972635,0.31578946869806096,0.09090908595041348,0.8398630029817753,0.768,0.18,0.748,10
41187,5,flanT5Small,bm25,pl,4,,,0.45210083551274627,0.47619047129251707,0.23529411349480975,0.8646799756540231,0.492,0.48,0.318154,10
41188,5,flanT5Small,bm25,pl,4,,,0.18051470174541126,0.18749999595703135,0.11764705384083066,0.8666317586890202,0.296,0.4,0.290217,10
41189,5,flanT5Small,bm25,pl,4,,,0.08683574391267909,0.11111110617283973,0.08333332847222251,0.889764551767888,0.652,0.4,0.568296,10
41190,5,flanT5Small,bm25,pl,4,,,0.26363636020948117,0.27272726921487606,0.24999999670138892,0.8942070477156865,0.6,0.22,0.595455,10
41191,5,flanT5Small,bm25,pl,4,,,0.045751632067452766,0.11764705397923896,0.0,0.860134354742055,0.608,0.62,0.557524,10
41192,5,flanT5Small,bm25,pl,4,,,0.2882524494809697,0.4347826037807184,0.23999999500800012,0.812103841459825,0.836,0.02,0.877333,10
41193,5,flanT5Small,bm25,pl,4,,,0.1686274464528602,0.3333333285802469,0.0588235250346024,0.8821699434890757,0.592,0.34,0.53287,10
41194,5,flanT5Small,bm25,pl,4,,,0.17576268899723915,0.3076923027218935,0.07999999635200017,0.8783479290050178,0.58,0.74,0.495873,10
41196,5,flanT5Small,bm25,pl,4,,,0.16985547296465775,0.23076922588757406,0.13333332868888906,0.9025443876460006,0.364,0.34,0.35025,10
41197,5,flanT5Small,bm25,pl,4,,,0.04513457458050746,0.26086956022684316,0.0,0.8865933791270282,0.344,0.54,0.2592,10
41199,5,flanT5Small,bm25,pl,4,,,0.09433332847798358,0.09999999505000023,0.07999999539200027,0.8751187511156603,0.484,0.12,0.546727,10
41200,5,flanT5Small,bm25,pl,4,,,0.08157894366932149,0.1052631529085875,0.0,0.8672001646773536,0.656,0.46,0.56,10
41201,5,flanT5Small,bm25,pl,4,,,0.14921244392181682,0.44444444000000005,0.0,0.806258847929457,0.384,0.4,0.369625,10
41202,5,flanT5Small,bm25,pl,4,,,0.24635816109329425,0.3333333285802469,0.14814814331961607,0.8350244352931556,0.568,0.48,0.490353,10
41203,5,flanT5Small,bm25,pl,4,,,0.05654923122659859,0.3703703653772291,0.0,0.8654423745843038,0.564,0.02,0.762,10
41204,5,flanT5Small,bm25,pl,4,,,0.19824520735683962,0.36363635867768596,0.0,0.8796706985530429,0.552,0.36,0.526815,10
41206,5,flanT5Small,bm25,pl,4,,,0.01578224063337968,0.1052631529085875,0.0,0.8751285188555483,0.776,0.26,0.741581,10
41207,5,flanT5Small,bm25,pl,4,,,0.05522186330010389,0.09999999505000023,0.0,0.8676711165643896,0.8,0.56,0.557895,10
41208,5,flanT5Small,bm25,pl,4,,,0.08810984360241249,0.11999999759200004,0.05970149066607268,0.8688907457458868,0.428,0.48,0.390692,10
41209,5,flanT5Small,bm25,pl,4,,,0.011764705467128041,0.11764705467128042,0.0,0.8784914142051908,0.54,0.46,0.476111,10
41211,5,flanT5Small,bm25,pl,4,,,0.08833332983555568,0.13333332835555575,0.0,0.8658945608590793,0.676,0.7,0.566204,10
41213,5,flanT5Small,bm25,pl,4,,,0.1457865566185807,0.15999999539200013,0.0869565169754256,0.8697939763242379,0.52,0.26,0.506667,10
41214,5,flanT5Small,bm25,pl,4,,,0.12640522514805086,0.13333333013333343,0.11111110666666683,0.7809721569306152,0.792,0.0,0.882443,10
41215,5,flanT5Small,bm25,pl,4,,,0.10926805065908274,0.28571428099773244,0.03921568247597115,0.8848620726212992,0.848,0.76,0.696,10
41216,5,flanT5Small,bm25,pl,4,,,0.10377777766970782,0.25454545205950413,0.0,0.8902859677525197,0.34,0.58,0.305278,10
41217,5,flanT5Small,bm25,pl,4,,,0.21963024735241507,0.23999999500800012,0.1999999952000001,0.8160506837459854,0.904,0.4,0.610667,10
41218,5,flanT5Small,bm25,pl,4,,,0.008450704003967472,0.08450704003967473,0.0,0.8700233724395334,0.544,0.38,0.427077,10
41219,5,flanT5Small,bm25,pl,4,,,0.18181817685950424,0.18181817685950424,0.18181817685950424,0.7835240015549725,0.748,0.34,0.61425,10
41220,5,flanT5Small,bm25,pl,4,,,0.08064237142092383,0.08695651833648407,0.05194804968797446,0.8574879156139579,0.78,0.74,0.636818,10
41221,5,flanT5Small,bm25,pl,4,,,0.3076923027218935,0.3076923027218935,0.3076923027218935,0.8971955242905588,0.7,0.48,0.55,10
41222,5,flanT5Small,bm25,pl,4,,,0.04952706943550456,0.19047618557823143,0.0,0.8797770402944736,0.704,0.0,0.791059,10
41223,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8006553795110032,0.752,0.16,0.719273,10
41225,5,flanT5Small,bm25,pl,4,,,0.01999999916000004,0.09999999580000019,0.0,0.868863218754553,0.656,0.72,0.578817,10
41226,5,flanT5Small,bm25,pl,4,,,0.06719250603287204,0.12765956974196485,0.0,0.8985794388431607,0.308,0.2,0.349714,10
41227,5,flanT5Small,bm25,pl,4,,,0.4681818139396309,0.49999999570312514,0.1818181780681819,0.8357729764723608,0.544,0.3,0.488615,10
41228,5,flanT5Small,bm25,pl,4,,,0.12111221910800658,0.3333333283333334,0.0,0.8740820745291152,0.716,0.22,0.670118,10
41229,5,flanT5Small,bm25,pl,4,,,0.039613525090900666,0.17391303856332718,0.0,0.869661357699824,0.54,0.5,0.452903,10
41230,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8822598686247181,0.5,0.0,0.626741,10
41232,5,flanT5Small,bm25,pl,4,,,0.05566734777805449,0.15999999500800016,0.0,0.8699317607476559,0.572,0.24,0.563875,10
41233,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8693027360596715,0.456,0.26,0.459077,10
41234,5,flanT5Small,bm25,pl,4,,,0.02782819031217767,0.07017543644198222,0.0,0.8621074229100403,0.624,0.12,0.680667,10
41235,5,flanT5Small,bm25,pl,4,,,0.03909934960897121,0.08333332847222251,0.0,0.8862158026511391,0.352,0.3,0.353224,10
41236,5,flanT5Small,bm25,pl,4,,,0.13213332073111275,0.2857142807256236,0.07142856665816359,0.823959141000197,0.832,0.16,0.781333,10
41237,5,flanT5Small,bm25,pl,4,,,0.09829059342487911,0.14814814331961607,0.07692307204142042,0.8655262329858239,0.444,0.274286,0.420174,10
41238,5,flanT5Small,bm25,pl,4,,,0.10417582233594982,0.2857142816326531,0.0,0.8781889246410847,0.78,0.02,0.844286,10
41239,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8760447385138216,0.556,0.36,0.483368,10
41240,5,flanT5Small,bm25,pl,4,,,0.01936741787241136,0.03773584704877191,0.0,0.8669163287115046,0.64,0.0,0.768571,10
41241,5,flanT5Small,bm25,pl,4,,,0.054621847834474976,0.4285714236734694,0.0,0.8658842288731707,0.576,0.14,0.606,10
41242,5,flanT5Small,bm25,pl,4,,,0.15666666282006952,0.24999999507812506,0.13333332975555565,0.7515546770110294,0.692,0.14,0.706,10
41244,5,flanT5Small,bm25,pl,4,,,0.30916359321419346,0.5454545404545454,0.1052631530193908,0.8930434175617694,0.336,0.02,0.648,10
41245,5,flanT5Small,bm25,pl,4,,,0.033896937414450136,0.1538461488757398,0.0,0.8744373189986007,0.668,0.48,0.580778,10
41247,5,flanT5Small,bm25,pl,4,,,0.10845428785568437,0.5454545406198348,0.0,0.8872478000882886,0.328,0.56,0.272,10
41248,5,flanT5Small,bm25,pl,4,,,0.09999999500000026,0.09999999500000027,0.09999999500000027,0.8781835075910683,0.736,0.26,0.668632,10
41250,5,flanT5Small,bm25,pl,4,,,0.03333333283333334,0.3333333283333334,0.0,0.8653911505805331,0.512,0.06506,0.639083,10
41251,5,flanT5Small,bm25,pl,4,,,0.12366666215631963,0.15999999520000013,0.08333332847222251,0.8914576440855436,0.472,0.0,0.665563,10
41253,5,flanT5Small,bm25,pl,4,,,0.3637455665800717,0.46666666246666666,0.21052631217451526,0.8685088136868655,0.604,0.02,0.765818,10
41254,5,flanT5Small,bm25,pl,4,,,0.24798761165388367,0.35294117148788934,0.0,0.8624918791137318,0.616,0.34,0.554333,10
41255,5,flanT5Small,bm25,pl,4,,,0.33296702798418154,0.4999999950347222,0.15384614884615402,0.6937850023007778,0.932,0.199598,0.783742,10
41256,5,flanT5Small,bm25,pl,4,,,0.1513409928703067,0.3333333283680556,0.0,0.868419436526332,0.684,0.273684,0.578763,10
41260,5,flanT5Small,bm25,pl,4,,,0.5241106669452656,0.5454545404545454,0.5217391254442345,0.8496725638526851,0.784,0.36,0.745818,10
41261,5,flanT5Small,bm25,pl,4,,,0.07580644773519359,0.08333332920138908,0.0645161255359003,0.8800343152059312,0.496,0.26,0.492667,10
41262,5,flanT5Small,bm25,pl,4,,,0.06052631358318915,0.12499999570312517,0.0,0.8818818927829482,0.672,0.7,0.5045,10
41263,5,flanT5Small,bm25,pl,4,,,0.32077140155123585,0.4999999951020409,0.1874999953125001,0.858608568104971,0.712,0.467626,0.498707,10
41264,5,flanT5Small,bm25,pl,4,,,0.06780905582617847,0.21052631080332423,0.0,0.8929548539248582,0.672,0.62,0.52,10
41266,5,flanT5Small,bm25,pl,4,,,0.46153845656804726,0.4615384565680473,0.4615384565680473,0.8686206283654716,0.772,0.488998,0.547906,10
41267,5,flanT5Small,bm25,pl,4,,,0.07969111609907967,0.14285713910714296,0.054054050986121434,0.8678976815412642,0.592,0.48,0.510824,10
41268,5,flanT5Small,bm25,pl,4,,,0.36153420435990813,0.5454545408264463,0.051948050295159434,0.8587043165668546,0.608,0.66,0.536615,10
41269,5,flanT5Small,bm25,pl,4,,,0.04042559441442838,0.1999999952000001,0.0,0.8936948779195075,0.444,0.6,0.370818,10
41270,5,flanT5Small,bm25,pl,4,,,0.0,0.0,0.0,0.8952384980611076,0.58,0.36,0.501053,10
41271,5,flanT5Small,bm25,pl,4,,,0.06530704196102541,0.08823529121107276,0.05714285263673504,0.8364567322260361,0.724,0.92,0.444714,10
41272,5,flanT5Small,bm25,pl,4,,,0.25792207315837057,0.7272727222727273,0.13333332868888906,0.8429462659336459,0.676,0.68,0.484148,10
41273,5,flanT5Small,bm25,pl,4,,,0.12416267472075979,0.18181817685950424,0.07894736613573414,0.8653516652715748,0.476,0.22,0.508308,10
41274,5,flanT5Small,bm25,pl,4,,,0.14285713877551037,0.14285713877551035,0.14285713877551035,0.8583107971905601,0.316,0.06,0.416714,10
41275,5,flanT5Small,bm25,pl,4,,,0.13906060142970192,0.19047618557823143,0.060606057630854145,0.8950472740390945,0.332,0.360504,0.305541,10
41276,5,flanT5Small,bm25,pl,4,,,0.20240274219487273,0.31578946903047095,0.0,0.8160181608980264,0.792,0.68,0.408,10
41277,5,flanT5Small,bm25,pl,4,,,0.1666666619791668,0.1666666619791668,0.1666666619791668,0.860742023968308,0.828,0.326829,0.637741,10
41278,5,flanT5Small,bm25,pl,4,,,0.05333333141333339,0.1333333285333335,0.0,0.8800700736500577,0.712,0.04,0.752,10
41281,5,flanT5Small,bm25,pl,4,,,0.15936507533806987,0.22222221805212622,0.0,0.8534115489440127,0.68,0.06,0.727619,10
41282,5,flanT5Small,bm25,pl,4,,,0.5533333285137415,0.6666666617687076,0.29999999520000004,0.8379107288046315,0.576,0.5,0.438857,10
41283,5,flanT5Small,bm25,pl,4,,,0.05706237223931313,0.09523809115646274,0.0,0.8864798879984267,0.568,0.12,0.621333,10
41284,5,flanT5Small,bm25,pl,4,,,0.5511111061808026,0.5999999950500001,0.11111110635802489,0.8848618653392176,0.464,0.18,0.505905,10
41285,5,flanT5Small,bm25,pl,4,,,0.6036652190517007,0.7999999950222222,0.18181817747933895,0.8886294352187202,0.472,0.4,0.456,10
41287,5,flanT5Small,bm25,pl,4,,,0.4705882304498271,0.470588230449827,0.470588230449827,0.8621219140028676,0.612,0.1,0.667294,10
41288,5,flanT5Small,bm25,pl,4,,,0.1909523771700851,0.2666666618666667,0.0,0.8996935845080533,0.332,0.1,0.527,10
41289,5,flanT5Small,bm25,pl,4,,,0.02136694541240078,0.09523809034013632,0.0,0.8651499229087165,0.48,0.12,0.538333,10
41290,5,flanT5Small,bm25,pl,4,,,0.22999999718000003,0.39999999520000007,0.0,0.8648826383320604,0.704,0.7,0.634127,10
