lamp_num,generator_name,ranker,method,baseline_eu_norm,n_baseline,Q1_lo,Q1_hi,Q1_delta,Q1_n,Q1_sig,Q2_lo,Q2_hi,Q2_delta,Q2_n,Q2_sig,Q3_lo,Q3_hi,Q3_delta,Q3_n,Q3_sig,Q4_lo,Q4_hi,Q4_delta,Q4_n,Q4_sig
2,flanT5Base,bm25,mmr,0.3,280,-1e-09,0.9547184849296675,0.04285714285714287,70,,0.9547184849296675,0.9770866036668914,0.024489795918367363,490,,0.9770866036668914,0.9915243971549463,-0.053451676528599584,507,,0.9915243971549463,1.000000001,0.05135135135135138,333,
2,flanT5Base,contriever,pl,0.30714285714285716,280,-1e-09,0.9547539129892273,-0.03214285714285714,4,,0.9547539129892273,0.9796671199584241,0.015329052969502432,178,,0.9796671199584241,0.9915697161335959,0.002073732718893939,434,,0.9915697161335959,1.000000001,0.030555555555555503,504,
2,flanT5Base,contriever,mmr,0.30714285714285716,280,-1e-09,0.9547184849296675,0.09285714285714286,5,,0.9547184849296675,0.9770866036668914,-0.011090225563909817,152,,0.9770866036668914,0.9915243971549463,0.028889531521110456,494,,0.9915243971549463,1.000000001,0.01862483311081442,749,
3,flanT5Small,bm25,pl,0.9080921757770632,311,-1e-09,0.9547539129892273,-0.00380438507938885,344,,0.9547539129892273,0.9796671199584241,-0.014477152302884821,355,,0.9796671199584241,0.9915697161335959,-0.017266985766205445,307,,0.9915697161335959,1.000000001,-0.026999738802273243,238,*
3,flanT5Small,bm25,mmr,0.9080921757770632,311,-1e-09,0.9547184849296675,-0.014047854447423402,361,,0.9547184849296675,0.9770866036668914,-0.010249536183154606,394,,0.9770866036668914,0.9915243971549463,-0.0022950743277878605,253,,0.9915243971549463,1.000000001,-0.028092175777063244,125,
3,flanT5Small,contriever,pl,0.8968381564844587,311,-1e-09,0.9547539129892273,0.009299027631064716,277,,0.9547539129892273,0.9796671199584241,-0.001867311003409089,343,,0.9796671199584241,0.9915697161335959,-0.012182071828374053,315,,0.9915697161335959,1.000000001,-0.004362428329119039,309,
3,flanT5Small,contriever,mmr,0.8968381564844587,311,-1e-09,0.9547184849296675,0.011368273295574993,197,,0.9547184849296675,0.9770866036668914,0.005775255744338237,338,,0.9770866036668914,0.9915243971549463,-0.01282561729950582,319,,0.9915243971549463,1.000000001,-0.011832182768807598,279,
3,flanT5Base,bm25,pl,0.9226190476190477,378,-1e-09,0.9547539129892273,0.0035018100807574504,513,,0.9547539129892273,0.9796671199584241,-4.209935447663238e-05,509,,0.9796671199584241,0.9915697161335959,-0.0017439082656472982,299,,0.9915697161335959,1.000000001,0.005086013462976768,191,
3,flanT5Base,bm25,mmr,0.9226190476190477,378,-1e-09,0.9547184849296675,0.00054112554112562,616,,0.9547184849296675,0.9770866036668914,0.003620520373097791,679,,0.9770866036668914,0.9915243971549463,-0.007657410790403163,391,,0.9915243971549463,1.000000001,0.0005835667600372352,204,
3,flanT5Base,contriever,pl,0.9268077601410936,378,-1e-09,0.9547539129892273,-0.002292673934196965,464,,0.9547539129892273,0.9796671199584241,0.001846229418936196,447,,0.9796671199584241,0.9915697161335959,-0.004511791606187088,339,,0.9915697161335959,1.000000001,0.0034721380777360533,262,
3,flanT5Base,contriever,mmr,0.9268077601410936,378,-1e-09,0.9547184849296675,0.008716665146262681,464,,0.9547184849296675,0.9770866036668914,0.007544248913801566,589,,0.9770866036668914,0.9915243971549463,-0.009367698269477254,431,,0.9915243971549463,1.000000001,0.007921303898315357,406,
4,flanT5Small,bm25,pl,0.2968901898794616,833,-1e-09,0.9547539129892273,0.003350124304646429,288,,0.9547539129892273,0.9796671199584241,-0.01987912230829375,942,,0.9796671199584241,0.9915697161335959,-0.011250315591834537,1139,,0.9915697161335959,1.000000001,0.000217881926382002,963,
4,flanT5Small,bm25,mmr,0.2968901898794616,833,-1e-09,0.9547184849296675,0.05626135154908568,340,**,0.9547184849296675,0.9770866036668914,-0.013314277196266211,800,,0.9770866036668914,0.9915243971549463,-0.01965913985954193,842,,0.9915243971549463,1.000000001,0.02425560247171349,717,
4,flanT5Small,contriever,pl,0.3260295864037321,833,-1e-09,0.9547539129892273,0.041022375563312896,267,*,0.9547539129892273,0.9796671199584241,-0.03293535092759686,749,*,0.9796671199584241,0.9915697161335959,-0.05013313794575042,1104,**,0.9915697161335959,1.000000001,-0.044587867370830814,1212,**
4,flanT5Small,contriever,mmr,0.3260295864037321,833,-1e-09,0.9547184849296675,0.05477407286694863,244,**,0.9547184849296675,0.9770866036668914,0.0031029573289309,522,,0.9770866036668914,0.9915243971549463,0.0044292344932748695,754,,0.9915243971549463,1.000000001,-0.027201862865113557,1179,*
