lamp_num,granularity,cutoff,approach,baseline_eu_norm,n_baseline,generator_name,ranker,cutoff_ild_norm,selected_setting,self_membership_frac,n,delta_eu_norm,p_value,sig
5,generator_pooled,bottom50,approach_a,0.5338110545976394,1468,flanT5Base,,0.9629903549115633,pl_a8,0.760899182561308,1468,0.0034480407134097613,0.7910433975602579,
5,generator_pooled,bottom50,approach_b,0.5338110545976394,1468,flanT5Base,,0.9629903549115633,,,7340,-0.01932162114526903,0.056958438279718304,
5,generator_pooled,bottom25,approach_a,0.46184268552727337,1624,flanT5Small,,0.9538330787866947,mmr_l0.7,0.5663265306122449,196,0.04670032995142326,0.07199659982464723,
5,generator_pooled,bottom25,approach_b,0.46184268552727337,1624,flanT5Small,,0.9538330787866947,,,2989,-0.000670649976715898,0.9498110425522853,
5,generator_pooled,bottom50,approach_a,0.46184268552727337,1624,flanT5Small,,0.9773825356621234,mmr_l0.7,0.8724489795918368,196,0.04670032995142326,0.07199659982464723,
5,generator_pooled,bottom50,approach_b,0.46184268552727337,1624,flanT5Small,,0.9773825356621234,,,5979,-0.01355057594831921,0.17041034800052726,
5,ranker_pooled,bottom25,approach_a,0.4900759812339617,1546,,bm25,0.946904601844429,pl_a8,0.46765847347994827,1546,0.001049908915107478,0.9342519008436989,
5,ranker_pooled,bottom25,approach_b,0.4900759812339617,1546,,bm25,0.946904601844429,,,3330,-0.0020411614291307445,0.8503990285658836,
5,ranker_pooled,bottom50,approach_a,0.4900759812339617,1546,,bm25,0.9707147091064064,mmr_l0.7,0.7632211538461539,832,0.04889708198142617,0.0015145278964729995,**
5,ranker_pooled,bottom50,approach_b,0.4900759812339617,1546,,bm25,0.9707147091064064,,,6659,0.0076654640479197345,0.44803072683620404,
5,ranker_pooled,bottom25,approach_a,0.5019467545005962,1546,,contriever,0.9439003034907445,pl_a8,0.47283311772315656,1546,-0.0008852484014687523,0.9445554988164435,
5,ranker_pooled,bottom25,approach_b,0.5019467545005962,1546,,contriever,0.9439003034907445,,,3330,-0.0035687872178475355,0.7392423818845452,
5,ranker_pooled,bottom50,approach_a,0.5019467545005962,1546,,contriever,0.9680749015634357,mmr_l0.7,0.7403846153846154,832,0.0410475322980286,0.007249204807861756,**
5,ranker_pooled,bottom50,approach_b,0.5019467545005962,1546,,contriever,0.9680749015634357,,,6659,-0.005952593014089347,0.5510433726066103,
6,gen_x_ranker,bottom25,approach_a,0.457108746372718,759,flanT5Base,bm25,0.777488067633725,pl_a8,0.42555994729907776,759,-0.005189324987565802,0.7817231560633247,
6,gen_x_ranker,bottom25,approach_b,0.457108746372718,759,flanT5Base,bm25,0.777488067633725,,,1898,0.00577969425765551,0.71000158084325,
6,gen_x_ranker,bottom50,approach_a,0.457108746372718,759,flanT5Base,bm25,0.9090128553317223,pl_a8,0.7101449275362319,759,-0.005189324987565802,0.7817231560633247,
6,gen_x_ranker,bottom50,approach_b,0.457108746372718,759,flanT5Base,bm25,0.9090128553317223,,,3795,-0.015765309438154795,0.28051892233581266,
6,gen_x_ranker,bottom25,approach_a,0.43831457132419055,759,flanT5Base,contriever,0.7896960187684711,pl_a8,0.45849802371541504,759,-0.0007000611765745068,0.970557698693667,
6,gen_x_ranker,bottom25,approach_b,0.43831457132419055,759,flanT5Base,contriever,0.7896960187684711,,,1898,0.0038311010612678276,0.8053427819380259,
6,gen_x_ranker,bottom50,approach_a,0.43831457132419055,759,flanT5Base,contriever,0.9056299872584264,pl_a8,0.7088274044795784,759,-0.0007000611765745068,0.970557698693667,
6,gen_x_ranker,bottom50,approach_b,0.43831457132419055,759,flanT5Base,contriever,0.9056299872584264,,,3796,-0.02886693996097134,0.04819858154390202,*
