lamp_num,generator_name,ranker,setting,mean,count
2,flanT5Base,bm25,mmr_l0.7,0.30714285714285716,280
2,flanT5Base,bm25,mmr_l0.85,0.29642857142857143,280
2,flanT5Base,bm25,pl_a1,0.3357142857142857,280
2,flanT5Base,bm25,pl_a2,0.32142857142857145,280
2,flanT5Base,bm25,pl_a4,0.3146428571428571,280
2,flanT5Base,bm25,pl_a8,0.305,280
2,flanT5Base,contriever,det,0.30714285714285716,280
2,flanT5Base,contriever,mmr_l0.15,0.3535714285714286,280
2,flanT5Base,contriever,mmr_l0.3,0.34285714285714286,280
2,flanT5Base,contriever,mmr_l0.45,0.33214285714285713,280
2,flanT5Base,contriever,mmr_l0.55,0.32857142857142857,280
2,flanT5Base,contriever,mmr_l0.7,0.3107142857142857,280
2,flanT5Base,contriever,mmr_l0.85,0.31785714285714284,280
2,flanT5Base,contriever,pl_a1,0.30714285714285716,280
2,flanT5Base,contriever,pl_a2,0.3189285714285714,280
2,flanT5Base,contriever,pl_a4,0.3457142857142857,280
2,flanT5Base,contriever,pl_a8,0.3242857142857143,280
2,flanT5Small,bm25,det,0.3333333333333333,192
2,flanT5Small,bm25,mmr_l0.15,0.29,100
2,flanT5Small,bm25,mmr_l0.3,0.28,100
2,flanT5Small,bm25,mmr_l0.45,0.3697916666666667,192
2,flanT5Small,bm25,mmr_l0.55,0.3489583333333333,192
2,flanT5Small,bm25,mmr_l0.7,0.23,100
2,flanT5Small,bm25,mmr_l0.85,0.328125,192
2,flanT5Small,bm25,pl_a1,0.35000000000000003,192
2,flanT5Small,bm25,pl_a2,0.34791666666666665,192
2,flanT5Small,bm25,pl_a4,0.32708333333333334,192
2,flanT5Small,bm25,pl_a8,0.3307291666666667,192
2,flanT5Small,contriever,det,0.375,192
2,flanT5Small,contriever,mmr_l0.15,0.38,100
2,flanT5Small,contriever,mmr_l0.3,0.34,100
2,flanT5Small,contriever,mmr_l0.45,0.390625,192
2,flanT5Small,contriever,mmr_l0.55,0.3802083333333333,192
2,flanT5Small,contriever,mmr_l0.7,0.3,100
2,flanT5Small,contriever,mmr_l0.85,0.3854166666666667,192
2,flanT5Small,contriever,pl_a1,0.35520833333333335,192
2,flanT5Small,contriever,pl_a2,0.3807291666666666,192
2,flanT5Small,contriever,pl_a4,0.375,192
2,flanT5Small,contriever,pl_a8,0.3807291666666666,192
3,flanT5Base,bm25,det,0.9226190476190477,378
3,flanT5Base,bm25,mmr_l0.15,0.919973544973545,378
3,flanT5Base,bm25,mmr_l0.3,0.919973544973545,378
3,flanT5Base,bm25,mmr_l0.45,0.9228395061728395,378
3,flanT5Base,bm25,mmr_l0.55,0.9204144620811288,378
3,flanT5Base,bm25,mmr_l0.7,0.9252645502645502,378
3,flanT5Base,bm25,mmr_l0.85,0.9243827160493827,378
3,flanT5Base,bm25,pl_a1,0.9276675485008817,378
3,flanT5Base,bm25,pl_a2,0.9254629629629629,378
3,flanT5Base,bm25,pl_a4,0.9209876543209876,378
3,flanT5Base,bm25,pl_a8,0.9222442680776014,378
3,flanT5Base,contriever,det,0.9268077601410935,378
3,flanT5Base,contriever,mmr_l0.15,0.9294532627865961,378
3,flanT5Base,contriever,mmr_l0.3,0.9287918871252204,378
3,flanT5Base,contriever,mmr_l0.45,0.9290123456790124,378
