lamp_num,generator,ranker,chosen_pl_alpha,det_ee_d,pl_ee_d,pl_eu_norm,pl_n,randmmr_ee_d,randmmr_eu_norm,randmmr_n,delta_eu_norm,p_value,sig,randmmr_better
1,flanT5Base,bm25,2,1.0,0.19281034482758622,0.509051724137931,10,0.18579310344827588,0.4896551724137931,10,-0.0193965517241379,0.5323971997508449,,False
1,flanT5Base,contriever,2,1.0,0.18208620689655172,0.555603448275862,10,0.17336206896551726,0.507758620689655,10,-0.047844827586207006,0.12297539071918857,,False
1,flanT5Small,bm25,2,1.0,0.1780392156862745,0.40196078431372556,10,0.17254901960784308,0.39411764705882346,10,-0.0078431372549021,0.933413733237107,,False
1,flanT5Small,contriever,2,1.0,0.17223529411764707,0.38823529411764707,10,0.1631372549019608,0.4078431372549019,10,0.019607843137254832,0.8347481565869943,,True
4,flanT5Base,bm25,2,1.0,0.25423458282950423,0.24806214742535412,10,0.2510133010882709,0.25062819271654924,10,0.0025660452911951126,0.739435273773924,,True
4,flanT5Base,contriever,2,1.0,0.24471100362756953,0.25247111971411856,10,0.2378960096735188,0.2528632895397952,10,0.00039216982567663594,0.9589607795258496,,True
4,flanT5Small,bm25,2,1.0,0.259,0.22249982020410733,10,0.246343337334934,0.27204698684687484,10,0.04954716664276751,0.00190243558503303,*,True
4,flanT5Small,contriever,2,1.0,0.23851140456182474,0.26407451293329753,10,0.23342617046818728,0.2575645910346415,10,-0.0065099218986560126,0.41248390758999876,,False
